,Diagnose_Code,Diagnose_name
6731,Q785,Metafýzová dysplazie     
6732,Q786,Mnohočetné vrozené exostózy    
6733,Q788,Jiné určené osteochondrodysplazie    
6734,Q789,"Osteochondrodysplazie, NS     "
6735,Q790,Vrozená brániční kýla    
6736,Q791,Jiné vrozené vady bránice   
6737,Q792,Exomphalus      
6738,Q793,Gastroschisis      
6739,Q794,Syndrom zmenšeného břicha    
6740,Q795,Jiné vrozené vady břišní stěny  
6741,Q796,Ehlersův-Danlosův syndrom     
6742,Q798,Jiné vrozené vady svalové a kosterní soustavy
6743,Q799,"Vrozené vady svalové a kosterní soustavy, NS"
6744,Q800,Obecná ichtyóza     
6745,Q801,Ichtyóza vázaná na X chromozom  
6746,Q802,Lamelární ichtyóza     
6747,Q803,Vrozená erytroderma bulózně ichtyoziformní   
6748,Q804,Plod harlekýn     
6749,Q808,Jiná vrozená ichtyóza    
6750,Q809,"Vrozená ichtyóza, NS    "
6751,Q810,Prostá bulózní epidermolýza    
6752,Q811,Letální epidermolysis bullosa    
6753,Q812,Epidermolysis bullosa dystrophica    
6754,Q818,Jiná epidermolysis bullosa    
6755,Q819,"Epidermolysis bullosa, NS    "
6756,Q820,Dědičný lymfedém     
6757,Q821,Xeroderma pigmentosum     
6758,Q822,Mastocytóza      
6759,Q823,Incontinentia pigmenti     
6760,Q824,Ektodermová dysplazie (anhydrotická)    
6761,Q825,Vrozený nenádorový névus    
6762,Q828,Jiné určené vrozené vady kůže  
6763,Q829,"Vrozená vada kůže, NS   "
6764,Q830,Vrozené chybění prsu s chyběním bradavky 
6765,Q831,Přídatný prs     
6766,Q832,Chybění bradavky     
6767,Q833,Přídatná bradavka     
6768,Q838,Jiné vrozené vady prsu   
6769,Q839,"Vrozená vada prsu, NS   "
6770,Q840,Vrozená alopecie     
6771,Q841,"Vrozené morfologické poruchy vlasů, nezařazené jinde "
6772,Q842,Jiné vrozené vady vlasů   
6773,Q843,Anonychie      
6774,Q844,Vrozená leukonychie     
6775,Q845,Zvětšené a hypertrofické nehty   
6776,Q846,Jiné vrozené vady nehtů   
6777,Q848,Jiné určené vrozené vady kožního krytu 
6778,Q849,"Vrozené vady kožního krytu, NS  "
6779,Q850,Neurofibromatóza (nezhoubná)     
6780,Q851,Tuberózní skleróza     
6781,Q858,"Jiné fakomatózy, nezařazené jinde   "
6782,Q859,"Fakomatóza, NS     "
6783,Q860,Alkoholový syndrom plodu (dysmorfní)   
6784,Q861,Hydantoinátový syndrom plodu    
6785,Q862,Vady tvaru způsobené Warfarinem   
6786,Q868,Jiné vrozené malformační syndromy způsobené známými 
6787,Q870,Vrozené malformační syndromy postihující převážně vzhled obličeje
6788,Q871,Vrozené malformační syndromy spojené převážně s malým
6789,Q872,Vrozené malformační syndromy postihující převážně končetiny 
6790,Q873,Vrozené malformační syndromy s časným nadměrným vzrůstem
6791,Q874,Marfanův syndrom     
6792,Q875,Jiné vrozené malformační syndromy s jinými změnami
6793,Q878,"Jiné určené vrozené malformační syndromy, nezařazené jinde"
6794,Q890,Vrozené vady sleziny    
6795,Q891,Vrozené vady nadledviny    
6796,Q892,Vrozené vady jiných žláz s vnitřní sekrecí
6797,Q893,Situs inversus - obrácená poloha (útrob) 
6798,Q894,Spojená (srostlá) dvojčata    
6799,Q897,"Mnohočetné vrozené vady, nezařazené jinde  "
6800,Q898,Jiné určené vrozené vady   
6801,Q899,"Vrozená vada, NS    "
6802,Q900,Trisomie 21 meiotická nondisjunkce   
6803,Q901,Trisomie 21 mozaika (mitotická nondisjunkce)  
6804,Q902,Trisomie 21 translokace    
6805,Q909,"Downův syndrom, NS    "
6806,Q910,Trisomie 18 meiotická nondisjunkce   
6807,Q911,Trisomie 18 mozaika (mitotická nondisjunkce)  
6808,Q912,Trisomie 18 translokace    
6809,Q913,"Edwardsův syndrom, NS    "
6810,Q914,Trisomie 13 meiotická nondisjunkce   
6811,Q915,Trisomie 13 mozaika (mitotická nondisjunkce)  
6812,Q916,Trisomie 13 translokace    
6813,Q917,"Patauův syndrom, NS    "
6814,Q920,"Úplná chromosomální trisomie, meiotická nondisjunkce  "
6815,Q921,"Úplná chromosomální trisomie, mozaika (mitotická nondisjunkce) "
6816,Q922,Větší částečná trisomie    
6817,Q923,Menší částečná trisomie    
6818,Q924,Duplikace patrná pouze v prometafázi  
6819,Q925,Duplikace s jinou komplexní přestavbou  
6820,Q926,Nadpočetné zvláštní (marker) chromosomy   
6821,Q927,Triploidie a polyploidie    
6822,Q928,Jiná určená trisomie a částečná trisomie autosomů
6823,Q929,"Trisomie a částečná trisomie autosomů, NS "
6824,Q930,"Úplná autosomální monosomie, meiotická nondisjunkce  "
6825,Q931,"Úplná autosomální monosomie, mozaika (mitotická nondisjunkce) "
6826,Q932,Chromozom změněný v prstencový nebo dicentrický 
6827,Q933,Delece krátkého raménka chromosomu 4  
6828,Q934,Delece krátkého raménka chromosomu 5  
6829,Q935,Jiná delece části chromosomu   
6830,Q936,Delece patrná pouze v prometafázi  
6831,Q937,Delece s jinými komplexními přestavbami  
6832,Q938,Jiné delece autosomů    
6833,Q939,"Delece autosomů, NS    "
6834,Q950,Balancované translokace a inserce u jedince bezprojevů
6835,Q951,Inverze chromosomů u jedince bez klinických projevů
6836,Q952,Balancované přestavby autosomů u jedince s klinickými
6837,Q953,Balancované přestavby pohlavních chromosomů a autosomů sprojevy
6838,Q954,Jedinci se zvláštním (marker) heterochromatinem  
6839,Q955,Jedinci s fragilními místy na autosomech 
6840,Q958,Jiné balancované přestavby a strukturní zvláštnosti (markery)
6841,Q959,"Balancované přestavby a strukturní zvláštnosti (markery), NS"
6842,Q960,"Karyotyp 45,X     "
6843,Q961,"Karyotyp 46,X iso (Xq)   "
6844,Q962,"Karyotyp 46,X s abnormálním pohlavním chromosomem, vyjma(Xq)"
6845,Q963,"Mozaika, 45,X/46,XX nebo XY   "
6846,Q964,"Mozaika, 45,X/jiná buněčná linie s abnormálním pohlavním"
6847,Q968,Jiné varianty Turnerova syndromu   
6848,Q969,"Turnerův syndrom, NS    "
6849,Q970,"Karyotyp 47,XXX     "
6850,Q971,Žena s více než třemi X chromosomy
6851,Q972,"Mozaika, linie s rozdílným počtem X chromosomů"
6852,Q973,"Žena s karyotypem 46,XY   "
6853,Q978,"Jiné určené abnormality pohlavních chromosomů, ženský fenotyp"
6854,Q979,"Abnormalita pohlavních chromosomů, ženský fenotyp, NS "
6855,Q980,"Klinefelterův syndrom, karyotyp 47,XXY   "
6856,Q981,"Klinefelterův syndrom, muž s více než dvěmachromosomy"
6857,Q982,"Klinefelterův syndrom, muž s karyotypem 46,XX "
6858,Q983,"Jiný muž s karyotypem 46,XX  "
6859,Q984,"Klinefelterův syndrom, NS    "
6860,Q985,"Karyotyp 47,XYY     "
6861,Q986,Muž se strukturní odchylkou pohlavních chromosomů 
6862,Q987,Muž s mozaikou pohlavních chromosomů  
6863,Q988,"Jiné určené abnormality pohlavních chromosomů, mužský fenotyp"
6864,Q989,"Abnormalita pohlavních chromosomů, mužský fenotyp, NS "
6865,Q990,"Mozaika 46,XX/46,XY     "
6866,Q991,"Pravý hermafrodit 46,XX    "
6867,Q992,Fragilní X chromosom    
6868,Q998,Jiné určené abnormality chromosomů   
6869,Q999,"Abnormalita chromosomů, NS    "
6870,R000,"Tachykardie, NS     "
6871,R001,"Bradykardie, NS     "
6872,R002,Palpitace      
6873,R008,Jiné a neurčené abnormality srdeční činnosti 
6874,R010,Benigní a nevinné srdeční šelesty  
6875,R011,"Srdeční šelest, NS    "
6876,R012,Jiné srdeční zvuky    
6877,R02, Gangréna nezařazená jinde   
6878,R030,Zjištění zvýšeného krevního tlaku bez diagnózy hypertenze
6879,R031,Zjištění nespecifického nízkého krevního tlaku  
6880,R040,Krvácení z nosu - epistaxis  
6881,R041,Krvácení z hrdla    
6882,R042,Hemoptýza      
6883,R048,Krvácení z jiných lokalizací dýchacích cest 
6884,R049,"Krvácení z dýchacích cest, NS  "
6885,R05, Kašel     
6886,R060,Dušnost - dyspnoe    
6887,R061,Stridor      
6888,R062,Sípání      
6889,R063,Periodické dýchání     
6890,R064,Hyperventilace      
6891,R065,Dýchání ústy     
6892,R066,Škytání      
6893,R067,Kýchání      
6894,R068,Jiné a neurčené nepravidelnosti dýchání  
6895,R070,Bolest v hrdle    
6896,R071,Bolest na hrudi při dýchání  
6897,R072,Prekordiální bolest     
6898,R073,Jiná bolest hrudi    
6899,R074,"Bolest hrudi, NS    "
6900,R090,Asfyxie      
6901,R091,Zánět pohrudnice - pleuritis   
6902,R092,Zástava dechu     
6903,R093,Abnormální sputum     
6904,R098,Jiné určené příznaky a znaky týkající seadýchacísoustavy
6905,R100,Akutní břicho     
6906,R101,Bolest umístěná do horní části břicha 
6907,R102,Pánevní a perineální bolest   
6908,R103,Bolest umístěná do jiných míst dolní části
6909,R104,Jiná a neurčená břišní bolest  
6910,R11, Nausea a zvracení   
6911,R12, Pálení žáhy    
6912,R13, Dysfagie     
6913,R14, Flatulence a příbuzné stavy  
6914,R15, Inkontinence stolice    
6915,R160,"Hepatomegalie - zvětšení jater, nezařazené jinde "
6916,R161,"Splenomegalie - zvětšení sleziny, nezařazené jinde "
6917,R162,"Hepatomegalie se splenomegalií, nezařazená jinde  "
6918,R17, Neurčená žloutenka    
6919,R18, Ascites     
6920,R190,"Zduření, útvar a bulka nitrobřišní a pánevní"
6921,R191,Abnormální střevní zvuky    
6922,R192,Viditelná peristaltika     
6923,R193,Ztuhlost - rigidita - břicha  
6924,R194,Změny vlastností střev    
6925,R195,Jiné nepravidelnosti stolice    
6926,R196,Zápach z úst    
6927,R198,Jiné určené příznaky a znaky týkající sesoustavyabřicha
6928,R200,Anestézie kůže     
6929,R201,Hypestézie kůže     
6930,R202,Parestézie kůže     
6931,R203,Hyperestézie      
6932,R208,Jiné a neurčené poruchy kožního čití 
6933,R21, Vyrážka a jiné nespecifické kožní erupce
6934,R220,"Lokalizované zduření, útvar a bulka, hlavy "
6935,R221,"Lokalizované zduření, útvar a bulka, krku "
6936,R222,"Lokalizované zduření, útvar a bulka, trupu "
6937,R223,"Lokalizované zduření, útvar a bulka, horní končetiny"
6938,R224,"Lokalizované zduření, útvar a bulka, dolní končetiny"
6939,R227,"Lokalizované zduření, útvar a bulka, mnohočetných lokalizací"
6940,R229,"Lokalizované zduření, útvar a bulka, NS "
6941,R230,Cyanóza      
6942,R231,Bledost - pallor    
6943,R232,Zrudnutí      
6944,R233,Samovolné ekchymózy     
6945,R234,Změny kožní struktury    
6946,R238,Jiné a neurčené kožní změny  
6947,R250,Abnormální pohyby hlavy    
6948,R251,"Třes - tremor - , NS "
6949,R252,Křeče a spasmy    
6950,R253,Fascikulace - záškuby svalových snopečků  
6951,R258,Jiné a neurčené abnormální bezděčné pohyby 
6952,R260,Ataktická chůze     
6953,R261,Paralytická chůze     
6954,R262,"Obtížná chůze, nezařazená jinde   "
6955,R268,Jiné a neurčené abnormality chůze a pohyblivosti
6956,R270,"Ataxie, NS     "
6957,R278,Jiný a neurčený nedostatek koordinace  
6958,R290,Tetanie      
6959,R291,Meningismus      
6960,R292,Abnormální reflexy     
6961,R293,Abnormální postoj (držení těla)   
6962,R294,Lupavý kyčel     
6963,R298,Jiné a neurčené příznaky a znaky týkajícínervovéasvalovéakosternísoustavy
6964,R300,Dysurie      
6965,R301,Tenesmus vesicalis     
6966,R309,"Bolestivé močení, NS    "
6967,R31, Neurčená hematurie    
6968,R32, Neurčená inkontinence moči   
6969,R33, Retence - zadržení moči  
6970,R34, Anurie a oligurie   
6971,R35, Polyurie     
6972,R36, Výtok z močové trubice  
6973,R390,Extravazace moči     
6974,R391,Jiné potíže s močením   
6975,R392,Extrarenální urémie     
6976,R398,Jiné a neurčené příznaky a znaky týkajícímočovésoustavy
6977,R400,Spavost - somnolence    
6978,R401,Ztrnulost - stupor    
6979,R402,"Bezvědomí - coma, NS   "
6980,R410,"Desorientace, NS     "
6981,R411,Anterográdní amnézie     
6982,R412,Retrográdní amnézie     
6983,R413,Jiná amnézie     
6984,R418,Jiné a neurčené příznaky a znaky týkajícífunkcívnímáníavědomí
6985,R42, Závrať - vertigo   
6986,R430,Anosmie      
6987,R431,Parosmie      
6988,R432,Parageusie      
6989,R438,Jiné a neurčené poruchy čichu a chuti
6990,R440,Sluchové halucinace     
6991,R441,Zrakové halucinace     
6992,R442,Jiné halucinace     
6993,R443,"Halucinace, NS     "
6994,R448,Jiné a neurčené příznaky a znaky týkajícícelkovéhočitíavnímání
6995,R450,Nervozita      
6996,R451,Neklid a nepokoj    
6997,R452,Pocit neštěstí     
6998,R453,Sklíčenost a apatie    
6999,R454,"Popudlivost, vznětlivost a hněv   "
7000,R455,Nepřátelství      
7001,R456,Fyzické násilí     
7002,R457,"Stav emočního šoku a stresu, NS "
7003,R458,Jiné příznaky a známky týkající se emočního
7004,R460,Velmi nízká úroveň osobní hygieny  
7005,R461,Bizarní osobní vzhled    
7006,R462,Podivné a nevysvětlitelné chování   
7007,R463,"Přehnané, přepjaté chování    "
7008,R464,Zpomalenost a chabé reagování   
7009,R465,Podezíravost a význačná vyhýbavost   
7010,R466,Nepřiměřená starostlivost a předsudky se stresovými následky
7011,R467,"Mnohomluvnost a nepodstatné podrobnosti, ztěžující kontakt "
7012,R468,Jiné příznaky a znaky týkající se vzezřeníchování
7013,R470,Dysfázie a afázie    
7014,R471,Anartrie a dysartrie    
7015,R478,Jiné a neurčené poruchy řeči  
7016,R480,Dyslexie a alexie    
7017,R481,Agnosie      
7018,R482,Apraxie      
7019,R488,Jiné a neurčené znakové poruchy  
7020,R490,Dysfonie      
7021,R491,Afonie      
7022,R492,Hypernasalita a hyponasalita    
7023,R498,Jiné a neurčené poruchy hlasu  
7024,R500,Horečka s třesavkou    
7025,R501,Trvalá horečka     
7026,R509,"Horečka, NS     "
7027,R51," Bolest hlavy, NS   "
7028,R520,Akutní bolest     
7029,R521,Chronická neztišitelná bolest    
7030,R522,Jiná chronická bolest    
7031,R529,"Bolest, NS     "
7032,R53, Nevolnost a únava   
7033,R54, Stáří - senilita   
7034,R55, Mdloba - synkopa a kolaps -
7035,R560,Febrilní křeče     
7036,R568,Jiné a neurčené křeče   
7037,R570,Kardiogenní šok     
7038,R571,Hypovolemický šok     
7039,R578,Jiný šok     
7040,R579,Šok NS     
7041,R58," Krvácení, nezařazené jinde   "
7042,R590,Lokalizované zvětšení mízních uzlin   
7043,R591,Celkové zvětšení mízních uzlin   
7044,R599,"Zvětšené mízní uzliny, NS   "
7045,R600,Lokalizovaný edém     
7046,R601,Celkový edém     
7047,R609,"Edém, NS     "
7048,R610,Lokalizovaná hyperhidróza     
7049,R611,Celková hyperhidróza     
7050,R619,"Hyperhidróza, NS     "
7051,R620,Zpožděné dosažení předpokládaného fyziologického vývojového stadia 
7052,R628,Jiný nedostatek předpokládaného normálního fyziologického vývoje 
7053,R629,"Nedostatek předpokládaného normálního fyziologického vývoje, NS "
7054,R630,Anorexie - nechutenství    
7055,R631,Polydipsie      
7056,R632,Polyfagie      
7057,R633,Potíže a špatně vedené krmení  
7058,R634,Abnormální ztráta hmotnosti    
7059,R635,Dosažení abnormální hmotnosti    
7060,R638,Jiné příznaky a znaky týkající se potravypříjmutekutin
7061,R64, Kachexie     
7062,R680,"Hypotermie, bez vazby na nízkou okolní teplotu"
7063,R681,Nespecifické příznaky vlastní pro období dětství 
7064,R682,"Suchost úst, NS    "
7065,R683,Paličkovité prsty     
7066,R688,Jiné určené celkové příznaky a znaky 
7067,R69, Neznámé a neurčené příčiny nemocnosti 
7068,R700,Zvýšená rychlost sedimentace červených krvinek  
7069,R701,Abnormální vazkost plazmy    
7070,R71, Abnormality červených krvinek   
7071,R72," Abnormality bílých krvinek, nezařazené jinde "
7072,R730,Abnormální test glukosové tolerance   
7073,R739,"Hyperglykémie, NS     "
7074,R740,Zvýšení hladin transaminázy nebo dehydrogenázy kyseliny mléčné
7075,R748,Abnormální hladiny jiných sérových enzymů  
7076,R749,"Abnormální hladina neurčeného sérového enzymu, NS "
7077,R75, Laboratorní průkaz viru lidské imunodeficience [HIV]
7078,R760,Zvýšený titr protilátek    
7079,R761,Abnormální reakce na tuberkulinový test  
7080,R762,Falešně pozitivní serologický test na syfilis 
7081,R768,Jiné určené abnormální imunologické nálezy v séru
7082,R769,"Abnormální imunologické nálezy v séru, NS "
7083,R770,Abnormalita albuminu     
7084,R771,Abnormalita globulinu     
7085,R772,Abnormalita alfafetoproteinu     
7086,R778,Jiné určené abnormality plazmatických bílkovin  
7087,R779,"Abnormalita plazmatické bílkoviny, NS   "
7088,R780,Nález alkoholu v krvi   
7089,R781,Nález opiátových drog v krvi  
7090,R782,Nález kokainu v krvi   
7091,R783,Nález halucinogenů v krvi   
7092,R784,Nález jiných drog s možným návykem v
7093,R785,Nález psychotroponích látek v krvi  
7094,R786,Nález steroidních činitelů v krvi  
7095,R787,Nález abnormální hladiny těžkých kovů v krvi
7096,R788,Nález jiných určených látek normálně v krvi
7097,R789,Nález neurčené látky normálně v krvi nepřítomné
7098,R790,Abnormální hladina krevních minerálů   
7099,R798,Jiné určené abnormální nálezy chemismu krve 
7100,R799,"Abnormální nález chemismu krve, NS  "
7101,R80, Izolovaná proteinurie    
7102,R81, Glykosurie     
7103,R820,Chylurie      
7104,R821,Myoglobinurie      
7105,R822,Biliurie      
7106,R823,Hemoglobinurie      
7107,R824,Acetonurie      
7108,R825,"Zvýšení hladiny léků, léčiv, návykových a biologickýchvmoči"
7109,R826,"Abnormální hladiny látek, původem především neléčivých, v"
7110,R827,Abnormální nálezy při mikrobiologickém vyšetření moči 
7111,R828,Abnormální nálezy při cytologickém a histologickém vyšetření
7112,R829,Jiné a neurčené abnormální nálezy v moči
7113,R830,Abnormální hladina enzymů    
7114,R831,Abnormální hladina hormonů    
7115,R832,"Abnormální hladina jiných drog, léků a biologických"
7116,R833,Abnormální hladina látek převážně z nelékařských zdrojů
7117,R834,Abnormální imunologické nálezy    
7118,R835,Abnormální mikrobiologické nálezy    
7119,R836,Abnormální cytologické nálezy    
7120,R837,Abnormální histologické nálezy    
7121,R838,Jiné abnormální nálezy    
7122,R839,Neurčený abnormální nález    
7123,R840,Abnormální hladina enzymů    
7124,R841,Abnormální hladina hormonů    
7125,R842,"Abnormální hladina jiných drog, léků a biologických"
7126,R843,Abnormální hladina látek převážně z nelékařských zdrojů
7127,R844,Abnormální imunologické nálezy    
7128,R845,Abnormální mikrobiologické nálezy    
7129,R846,Abnormální cytologické nálezy    
7130,R847,Abnormální histologické nálezy    
7131,R848,Jiné abnormální nálezy    
7132,R849,Neurčený abnormální nález    
7133,R850,Abnormální hladina enzymů    
7134,R851,Abnormální hladina hormonů    
7135,R852,"Abnormální hladina jiných drog, léků a biologických"
7136,R853,Abnormální hladina látek převážně z nelékařských zdrojů
7137,R854,Abnormální imunologické nálezy    
7138,R855,Abnormální mikrobiologické nálezy    
7139,R856,Abnormální cytologické nálezy    
7140,R857,Abnormální histologické nálezy    
7141,R858,Jiné abnormální nálezy    
7142,R859,Neurčený abnormální nález    
7143,R860,Abnormální hladina enzymů    
7144,R861,Abnormální hladina hormonů    
7145,R862,"Abnormální hladina jiných drog, léků a biologických"
7146,R863,Abnormální hladina látek převážně z nelékařských zdrojů
7147,R864,Abnormální imunologické nálezy    
7148,R865,Abnormální mikrobiologické nálezy    
7149,R866,Abnormální cytologické nálezy    
7150,R867,Abnormální histologické nálezy    
7151,R868,Jiné abnormální nálezy    
7152,R869,Neurčený abnormální nález    
7153,R870,Abnormální hladina enzymů    
7154,R871,Abnormální hladina hormonů    
7155,R872,"Abnormální hladina jiných drog, léků a biologických"
7156,R873,Abnormální hladina látek převážně z nelékařských zdrojů
7157,R874,Abnormální imunologické nálezy    
7158,R875,Abnormální mikrobiologické nálezy    
7159,R876,Abnormální cytologické nálezy    
7160,R877,Abnormální histologické nálezy    
7161,R878,Jiné abnormální nálezy    
7162,R879,Neurčený abnormální nález    
7163,R890,Abnormální hladina enzymů    
7164,R891,Abnormální hladina hormonů    
7165,R892,"Abnormální hladina jiných drog, léků a biologických"
7166,R893,Abnormální hladina látek převážně z nelékařských zdrojů
7167,R894,Abnormální imunologické nálezy    
7168,R895,Abnormální mikrobiologické nálezy    
7169,R896,Abnormální cytologické nálezy    
7170,R897,Abnormální histologické nálezy    
7171,R898,Jiné abnormální nálezy    
7172,R899,Neurčený abnormální nález    
7173,R900,Léze naplňující nitrolební prostor   
7174,R908,Jiné abnormální nálezy při diagnostickém zobrazení centrálnísoustavy
7175,R91, Abnormální nálezy při diagnostickém zobrazení plic
7176,R92, Abnormální nálezy při diagnostickém zobrazení prsu
7177,R930,Abnormální nálezy při diagnostickém zobrazení lebky anezařazenéjinde
7178,R931,Abnormální nálezy při diagnostickém zobrazení srdce aoběhu
7179,R932,Abnormální nálezy při diagnostickém zobrazení jater acest
7180,R933,Abnormální nálezy při diagnostickém zobrazení jiných částísoustavy
7181,R934,Abnormální nálezy při diagnostickém zobrazení močových orgánů
7182,R935,Abnormální nálezy při diagnostickém zobrazení jiných břišníchvčetněretroperitonea
7183,R936,Abnormální nálezy při diagnostickém zobrazení končetin 
7184,R937,Abnormální nálezy při diagnostickém zobrazení jiných částíakosternísoustavy
7185,R938,Abnormální nálezy při diagnostickém zobrazení jiných určenýchstruktur
7186,R940,Abnormální výsledky funkčních vyšetření centrální nervové soustavy
7187,R941,Abnormální výsledky funkčních vyšetření periferní nervové soustavysmyslů
7188,R942,Abnormální výsledky funkčních vyšetření plic  
7189,R943,Abnormální výsledky kardiovaskulárních funkčních vyšetření  
7190,R944,Abnormální výsledky funkčních vyšetření ledvin  
7191,R945,Abnormální výsledky funkčního vyšetření jater  
7192,R946,Abnormální výsledky funkčního vyšetření štítné žlázy 
7193,R947,Abnormální výsledky jiných endokrinních funkčních vyšetření 
7194,R948,Abnormální výsledky funkčních vyšetření jiných orgánů a
7195,R95, Syndrom náhlé smrti dítěte (kojence) 
7196,R960,Okamžitá smrt     
7197,R961,"Smrt, která nastala dříve než 24 hodinzačátkupříznaků,jinaknevysvětlená"
7198,R98, Smrt bez svědků   
7199,R99, Jiné nepřesně určené a neurčené příčiny
7200,S000,Povrchní poranění vlasové části hlavy  
7201,S001,Zhmoždění - kontuze - očního víčka akrajiny
7202,S002,Jiná povrchní poranění očního víčka a periokulární
7203,S003,Povrchní poranění nosu    
7204,S004,Povrchní poranění ucha    
7205,S005,Povrchní poranění rtu a dutiny ústní 
7206,S007,Mnohočetná povrchní poranění hlavy   
7207,S008,Povrchní poranění jiných částí hlavy  
7208,S009,"Povrchní poranění hlavy, část NS  "
7209,S010,Otevřená rána vlasové části hlavy  
7210,S011,Otevřená rána očního víčka a periokulární krajiny
7211,S012,Otevřená rána nosu    
7212,S013,Otevřená rána ucha    
7213,S014,Otevřená rána tváře a temporomandibulární krajiny 
7214,S015,Otevřená rána rtu a dutiny ústní 
7215,S017,Mnohočetné otevřené rány hlavy   
7216,S018,Otevřená rána jiných částí hlavy  
7217,S019,"Otevřená rána hlavy, část NS  "
7218,S020,Zlomenina lebeční klenby - fractura calvae 
7219,S021,Zlomenina lebeční spodiny - fractura baseos cranii
7220,S022,Zlomenina nosních kostí    
7221,S023,Zlomenina - spodiny očnice - fractura baseos
7222,S024,Zlomenina lícní (jařmové) kosti - fractura ossis-ahorníčelisti-maxillae
7223,S025,Zlomenina zubu     
7224,S026,Zlomenina dolní čelisti - fractura mandibulae 
7225,S027,Mnohočetné zlomeniny postihující kosti lebky a obličeje
7226,S028,Zlomeniny jiných kostí lebky a obličeje 
7227,S029,"Zlomenina kostí lebky nebo obličeje, část NS"
7228,S030,Vymknutí čelisti     
7229,S031,Vymknutí chrupavky přepážky nosní   
7230,S032,Dislokace zubu     
7231,S033,Vymknutí jiných a neurčených částí hlavy 
7232,S034,Podvrtnutí a namožení čelisti   
7233,S035,Podvrtnutí a natažení kloubů a vazů jinýchneurčenýchčástíhlavy
7234,S040,Poranění nervu a drah zrakového nervu 
7235,S041,Poranění okohybného nervu    
7236,S042,Poranění kladkového nervu    
7237,S043,Poranění trojklaného nervu    
7238,S044,Poranění odvádějícího nervu    
7239,S045,Poranění lícního nervu    
7240,S046,Poranění sluchového nervu    
7241,S047,Poranění přídatného nervu    
7242,S048,Poranění jiných mozkových nervů   
7243,S049,Poranění neurčeného mozkového nervu   
7244,S050,Poranění spojivky a abraze rohovky bez zmínkycizímtělese
7245,S051,Kontuze - zhmoždění - očního bulbu aočnice
7246,S052,Roztržení a ruptura oka s výhřezem nebonitroočnítkáně
7247,S053,Roztržení oka bez výhřezu nebo ztráty nitrooční
7248,S054,Pronikající - penetrující - rána očnice sbezcizíhotělesa
7249,S055,Pronikající - penetrující - rána očního bulbucizímtělesem
7250,S056,Pronikající - penetrující - rána očního bulbucizíhotělesa
7251,S057,Avulze - vytržení - oka  
7252,S058,Jiná poranění oka a očnice  
7253,S059,"Poranění oka a očnice, část NS "
7254,S060,Otřes mozku     
7255,S061,Traumatický edém mozku    
7256,S062,Difúzní poranění mozku    
7257,S063,Ložiskové - fokální - poranění mozku 
7258,S064,Epidurální krvácení     
7259,S065,Úrazové subdurální krvácení    
7260,S066,Úrazové subarachnoidální krvácení    
7261,S067,Nitrolební poranění s prodlouženým bezvědomím  
7262,S068,Jiná nitrolební poranění    
7263,S069,"Nitrolební poranění, NS    "
7264,S070,Drtivé poranění (rozdrcení) obličeje   
7265,S071,Drtivé poranění (rozdrcení) lebky   
7266,S078,Drtivé poranění (rozdrcení) jiných částí hlavy 
7267,S079,"Drtivé poranění (rozdrcení) hlavy, část NS "
7268,S080,Odtržení vlasové části (skalpování)   
7269,S081,Traumatická amputace ucha    
7270,S088,Traumatická amputace jiných částí hlavy  
7271,S089,Traumatická amputace neurčené části hlavy  
7272,S090,"Poranění krevních cév hlavy, nezařazené jinde "
7273,S091,Poranění svalu a šlachy hlavy  
7274,S092,Traumatická ruptura - protržení - ušního bubínku
7275,S097,Mnohočetná poranění hlavy    
7276,S098,Jiná určená poranění hlavy   
7277,S099,Neurčené poranění hlavy    
7278,S100,Zhmoždění - kontuze - hrdla  
7279,S101,Jiná a neurčená povrchní poranění hrdla 
7280,S107,Mnohočetná povrchní poranění krku   
7281,S108,Povrchní poranění jiných částí krku  
7282,S109,"Povrchní poranění krku, část NS  "
7283,S110,Otevřená rána postihující hrtan a průdušnici 
7284,S111,Otevřená rána postihující štítnou žlázu  
7285,S112,Otevřená rána postihující hltan a krční část
7286,S117,Mnohočetné otevřené rány krku   
7287,S118,Otevřená rána jiných částí krku  
7288,S119,"Otevřená rána krku, část NS  "
7289,S120,Zlomenina prvního krčního obratle   
7290,S121,Zlomenina druhého krčního obratle   
7291,S122,Zlomenina jiného určeného krčního obratle  
7292,S127,Mnohočetné zlomeniny krční páteře   
7293,S128,Zlomenina jiných částí krku   
7294,S129,"Zlomenina krku, část NS   "
7295,S130,Traumatická ruptura krční meziobratlové ploténky  
7296,S131,Vymknutí krčního obratle    
7297,S132,Vymknutí jiných neurčených částí krku  
7298,S133,Mnohočetná vymknutí krku    
7299,S134,Podvrtnutí a natažení krční páteře  
7300,S135,Podvrtnutí a natažení štítné krajiny  
7301,S136,Podvrtnutí a natažení kloubů a vazů jinýchneurčenýchčástíkrku
7302,S140,Otřes a edém krční míchy  
7303,S141,Jiná a neurčená poranění krční míchy 
7304,S142,Poranění nervového kořene krční míchy  
7305,S143,Poranění - pažní pleteně - brachiálního plexu
7306,S144,Poranění periferních nervů krku   
7307,S145,Poranění krčních sympatických nervů   
7308,S146,Poranění jiných a neurčených nervů krku 
7309,S150,Poranění - krční tepny - arteriae carotis
7310,S151,Poranění vertebrální tepny    
7311,S152,Poranění zevní hrdelní žíly - venae jugularis
