,Diagnose_KEY,Diagnose_name,Diagnose_Code,Diagnose_Flag,Diagnose_Silver_ID
5266,5267,Jiná hydrokéla     ,N432,,REYMZHE9-RALT-GS7O-IZT9-UUUCJOOHMVKN
5267,5268,"Hydrokéla, NS     ",N433,LU,TURKE5GD-FKXN-E4WW-37UY-K19SPEWQI8TY
5268,5269,Spermatokéla      ,N434,L,5EIVJKGM-BPLQ-YVLU-Z7QB-T7P6IHPTCKLW
5269,5270, Torze varlete    ,N44,,KJU9P3QS-5KPR-FZFH-TC4V-W2U2ZSSRURIA
5270,5271,"Orchitida, epididymitida a epididymoorchitida s abscesem ",N450,,BBJ6QCZT-RZGP-AQBI-5N18-8G8Q3CJM7N5Y
5271,5272,"Orchitida, epididymitida a epididymoorchitida bez abscesu ",N459,L,7W8XNO8G-M21D-9PE0-0IYB-20M9VCPBIUDR
5272,5273, Mužská neplodnost    ,N46,L,VB407882-4NWO-FV2E-7OUL-ZLCXL2X35QW5
5273,5274," Hypertrofie předkožky, fimóza a parafimóza ",N47,,OXVGV16H-6F4S-XBH1-XF9P-R021CJXPZRRG
5274,5275,Leukoplakie pyje     ,N480,,M6D03AGD-WOZU-YHQ5-AZJS-NX3HAPYT0A63
5275,5276,Balanoposthitis      ,N481,,QP895YGS-6T88-RL14-T0JH-WP9UYJBE35HE
5276,5277,Jiná zánětlivá onemocnění pyje   ,N482,,V3MPKK61-XG5Q-1ZP3-UMYV-H5RBA8XLXNSX
5277,5278,Priapismus      ,N483,,2GYTGIC3-1M16-FWB6-MB07-A9FCSRTY5A0P
5278,5279,Impotence organického původu    ,N484,,T1JTE5BA-W3N3-94MB-X0BN-O85QREXZ3UO2
5279,5280,Vřed pyje     ,N485,L,A7CQK6SF-4O3V-CR6O-6E7H-C6NQ48DVZSPS
5280,5281,Balanitis xerotica obliterans    ,N486,L,UXYY2PJF-Q7VR-0CJD-TWCF-NDNHRKJE04NL
5281,5282,Jiná určená onemocnění pyje   ,N488,L,3FV4JAZ3-6Y0V-HQ67-SAAC-7RQYOZ7BPUM0
5282,5283,"Porucha pyje, NS    ",N489,,OHSWZ1WF-RGK2-E4OO-SDSB-KIIFEJF1NU1C
5283,5284,Zánětlivá onemocnění semenných váčků   ,N490,,WC6MQTOQ-3LRN-P5T3-FGCU-1MJBIR84L0C1
5284,5285,"Zánětlivá onemocnění semenného provazce, tunicae vaginalis a",N491,L,ZVJ6UOXL-VUBE-19WT-FXPX-D8LFUVIG0EIO
5285,5286,Zánětlivá onemocnění šourku    ,N492,,NY23M7PT-3P43-440V-MV8U-DRUIZOZSPT7O
5286,5287,Zánětlivá onemocnění jiných určených mužských pohlavních orgánů,N498,,L5UFWFGU-U8JK-BK5G-9H5J-CGX2U9MC56O7
5287,5288,Zánětlivá onemocnění neurčeného mužského pohlavního orgánu ,N499,L,MH32LH9I-7I9E-EFLQ-8ZMF-ATYKLJMSXOUC
5288,5289,Atrofie varlete     ,N500,,GWLWQPCZ-73RF-4WZI-2HHK-1CSJJL217K6R
5289,5290,Cévní poruchy mužských pohlavních orgánů  ,N501,,II2OYVF6-ONZU-I35P-BALY-5E2ICSF2JFZF
5290,5291,Jiné určené poruchy mužských pohlavních orgánů ,N508,,TTW56PFJ-K97P-MEP2-AIRV-7V67YNFVO21Z
5291,5292,"Onemocnění mužských pohlavních orgánů, NS  ",N509,L,SCEH6297-QQ8G-EZCR-N9D9-Q51MYWV93F0P
5292,5293,Onemocnění prostaty při nemocech zařazených jinde ,N510,L,IIJDR25I-XL1L-EPBD-POZM-7U9ERV01GG01
5293,5294,Onemocnění varlete a nadvarlete při nemocech zařazených,N511,,KVPUGXKR-6CA0-CJMC-WRN3-90Z59L33HDKR
5294,5295,Balanitida při nemocech zařazených jinde  ,N512,,D39GT2GT-3JSG-93X1-730I-K3T7H4ZSMDD1
5295,5296,Jiná onemocnění mužských pohlavních orgánů při nemocechjinde,N518,LU,5CYHFA69-U9P9-V1LT-C5Q4-ILLXWUV84CLO
5296,5297,Solitární cysta prsu    ,N600,L,P9GMZQ7P-FJ8W-Y0H5-AGDQ-LMVD0QTWSIWL
5297,5298,Difúzní cystická mastopatie    ,N601,L,3TI39U5C-CW4N-UJ7U-QYX9-10FKS4OSBYRS
5298,5299,Fibroadenóza prsu     ,N602,L,DM3DRZQX-7NRL-YJ2I-AF2A-57SN6RJ3513S
5299,5300,Fibroskleróza prsu     ,N603,,0HWYYMR0-0HCW-3SXV-ZIQT-TJI8NDWRKGHX
5300,5301,Rozšíření mléčného vývodu    ,N604,,KD5DEC86-KD6K-R1ON-55SP-SDYTZKEX4KCN
5301,5302,Jiná benigní dysplazie prsu   ,N608,,Q8B9B5C0-IAAK-0QZB-HS3L-OE49BVUGQBQ0
5302,5303,"Benigní dysplazie prsu, NS   ",N609,,7ITIE0FV-G4AG-CERD-EWND-QW8V2SQ313SE
5303,5304, Zánětlivá onemocnění prsu   ,N61,,DIDMLK47-F8IU-FQDZ-9JAW-RG9KG0AV9AXT
5304,5305, Hypertrofie prsu    ,N62,L,9EMJPAJ7-PLSJ-JWYT-ISIN-ZHUJWO24ZZ8Z
5305,5306, Neurčitá bulka v prsu  ,N63,L,H28G81NC-ERRM-C3ZF-WDSV-WGVT9A9LF8FC
5306,5307,Trhlina nebo píštěl bradavky   ,N640,,4NR2EC31-57R1-2VVU-V402-812XFW9937RU
5307,5308,Tuková nekróza prsu    ,N641,,3QKKDC33-9MLG-2O9D-VQYX-952URY7CBJJO
5308,5309,Atrofie prsu     ,N642,L,1A3H2V32-5WCZ-IM4D-Z2HN-4F8FY3L9OQ1Z
5309,5310,Galaktorea nesdružená s porodem   ,N643,L,S5E1FBNY-AART-YATO-6873-QPBPEHU8V1WH
5310,5311,Mastodynie      ,N644,L,VNHT3264-JINE-XBP7-ZKBY-S3JECRRL4VUD
5311,5312,Jiné příznaky a symptomy v prsu ,N645,,3IYVXT04-A1F3-O6MA-K60Q-KDDITK32LO7D
5312,5313,Jiná určená onemocnění prsu   ,N648,L,48DC76FW-E8FZ-QISI-6B90-LGVNQTDD4HCE
5313,5314,"Onemocnění prsu, NS    ",N649,L,NK3XQ2AY-Y0AS-9C9Q-4VS6-UMJZCG0OUQID
5314,5315,Akutní zánět vejcovodu a vaječníku  ,N700,LU,MD4SJRQT-P9XA-M7II-6JVA-5QGXWEVZ1X3Y
5315,5316,Chronický zánět vejcovodu a vaječníku  ,N701,L,ES3OQBSI-IYKE-3UC1-D659-MVZM46P6NR5W
5316,5317,Zánět vejcovodu a vaječníku NS  ,N709,L,ERQC0R6T-J12V-J95I-4LGC-1Z1PUII85JV7
5317,5318,Akutní zánětlivá nemoc dělohy   ,N710,,4J252CDI-7544-OCBI-SDKO-O037TH0APLLX
5318,5319,Chronická zánětlivá nemoc dělohy   ,N711,L,WMDZ77AZ-5KQN-31WX-GMKO-R5NKD4TG4ME6
5319,5320,"Zánětlivá nemoc dělohy, NS   ",N719,L,KVBIWJO2-AAOI-D8KI-EK4Q-703ZSO7BT3UW
5320,5321, Zánětlivé nemoci hrdla děložního  ,N72,L,WTOTLTIH-POWX-5207-4K9T-VTVIYZKUV4Y2
5321,5322,Akutní parametritida - zánět pánevního vaziva ,N730,L,D0ENBV0X-39CG-DB31-ZPV1-Q98Q6Q7LPECU
5322,5323,Chronická parametritida - zánět pánevního vaziva ,N731,,IV54XXWD-590G-CUYH-ZZ7K-4IMPRJT3204E
5323,5324,Neurčená parametritida - zánět pánevního vaziva ,N732,,Q4GN97YT-X1YT-7MW9-3J0C-0B7O4OK94HW7
5324,5325,Akutní pánevní peritonitida u žen  ,N733,LU,190C4XG7-SY4E-QCUE-IVLP-IPVZZJD364E8
5325,5326,Chronická pánevní peritonitida u žen  ,N734,,DC3VXLWV-V7CH-K5KR-K01G-QQVE9V95J029
5326,5327,"Pánevní peritonitida u žen, NS  ",N735,LU,FTGPYXI5-U4M6-GGL5-IP6Q-5QS0E0Q6RK5J
5327,5328,Pánevní peritoneální srůsty u žen  ,N736,L,T1YRS1R0-M37N-58ZS-O38N-GYX87Q4XEUIH
5328,5329,Jiné určené pánevní zánětlivé nemoci u žen,N738,L,FLC4CZTW-15E5-TX7D-Z30C-QZXFNJ4XBB47
5329,5330,"Pánevní zánětlivé nemoci u žen, NS ",N739,,07T61O31-32H5-YZTI-N993-F0IDFOIUUHAQ
5330,5331,Tuberkulózní infekce děložního hrdla (A18.1+)  ,N740,,V6E1726S-D9DO-MW7P-QF6U-B9R4O2T0T8FN
5331,5332,Tuberkulózní zánětlivé onemocnění ženských pánevních orgánů (A18.1+),N741,,L5H8T3DZ-F0NG-LE5L-7RF7-UVMN0USEZ377
5332,5333,"Syfilitické zánětlivé onemocnění ženských pánevních orgánů (A51.4+,A52.7+)",N742,,M3F7QMKU-GWNP-4NHW-Q9SB-3NJLD284D5JS
5333,5334,Gonokokové zánětlivé onemocnění ženských pánevních orgánů (A54.2+),N743,L,OAU2TBNV-22NG-O6R0-VBEO-I9D3R3NNLMIV
5334,5335,Chlamydiové zánětlivé onemocnění ženských pánevních orgánů (A56.1+),N744,L,NN8M4AOY-GD58-RIMS-U3EL-DGNWKFJDXP8C
5335,5336,Zánětlivé onemocnění ženských pánevních orgánů při jinýchzařazenýchjinde,N748,LU,VUBL1QTW-O048-8PGQ-BMBM-09HNF3CKRGV1
5336,5337,Cysta Bartholiniho žlázy    ,N750,,GDZLZB3V-C34X-471Q-6DCZ-A2DVSL5X2VLL
5337,5338,Absces Bartholiniho žlázy    ,N751,,8VFZVEK0-8CSN-4ILA-ILX3-IEC552FPYYPH
5338,5339,Jiné nemoci Bartholiniho žlázy   ,N758,L,NUFURLVB-JRAH-PPBK-X5G7-R47TDG6B93QX
5339,5340,"Nemoc Bartholiniho žlázy, NS   ",N759,L,02IACOYW-FDK3-X6IU-3NXS-KY2064RVV9KZ
5340,5341,Akutní zánět pochvy - vaginitis acuta (colpitis),N760,LU,PSJ7DSN5-YABL-SL0J-O972-005ULBO25YE3
5341,5342,Subakutní a chronická vaginitida   ,N761,,4LKXGIDC-1ZAX-7GYW-PE2A-MTSR8RI5IEDS
5342,5343,Akutní vulvitida     ,N762,LU,TUIZ3S6Q-NEGM-0YCU-3GBW-8E8NES3K006F
5343,5344,Subakutní a chronická vulvitida   ,N763,L,HAJ3PLTS-BIHW-WDW9-CTF3-I30CTJRGPOKP
5344,5345,Absces vulvy     ,N764,LU,XQGF3GXT-LXAS-U6T1-ROJS-HBTX2X1GU5JW
5345,5346,Vřed - ulcerace - pochvy  ,N765,LU,GVSBLJWP-9EW5-362M-K7L9-6605Y9HCJA7Y
5346,5347,Vřed - ulcerace - vulvy  ,N766,L,JU81XMRD-TRRS-4KET-VAE9-GJQMWMHE9CXM
5347,5348,Jiné určené záněty pochvy a vulvy ,N768,L,8UU1ZU2P-N4QN-WXH1-IEKB-R4O6JLYDO964
5348,5349,Ulcerace vulvy při infekčních a parazitárních nemocechjinde,N770,,AJSJQH35-4LLK-CDYL-ZK9D-R00GER0UDW52
5349,5350,"Vaginitida,vulvitida a vulvovaginitida při infekčních a parazitárníchZJ",N771,,Z0DSSS2J-16EI-66VF-5W30-8XU9611VPUZW
5350,5351,Ulcerace a záněty pochvy a vulvy přinemocechzařazenýchjinde,N778,,JKLLZJRZ-951X-OF1B-5VEF-13N61ZFP94BT
5351,5352,Endometrióza dělohy     ,N800,,M1T6IVWR-PF7O-THSO-A4D4-2IVOHST080JO
5352,5353,Endometrióza vaječníku     ,N801,LU,PJJH36QV-IYRP-I18M-J9AW-PDAQ4GGP7XYJ
5353,5354,Endometrióza vejcovodu     ,N802,,E2PXW0A4-LVCX-4D14-PKH5-AFT3TAN70279
5354,5355,Endometrióza pánevní pobřišnice    ,N803,L,HP5ARFN8-3KYQ-ETTC-P8R2-3ZHMKQ93W7MC
5355,5356,Endometrióza rektovaginální přepážky a pochvy  ,N804,,7W6DP0Q9-CNIB-VFYT-M79D-ZX9A6XC6SIOO
5356,5357,Endometrióza střeva     ,N805,L,LH1XERBW-QXRM-SCXC-A7D1-V6JLP457AOF9
5357,5358,Endometrióza v jizvě kůže   ,N806,L,KWO4VBD0-HM8J-4X9P-EDPA-XG222J1GS8J5
5358,5359,Jiná endometrióza     ,N808,,2ET7WXKU-APQW-05OC-PC5K-7VCEST8GBGNX
5359,5360,"Endometrióza, NS     ",N809,L,09IYTCKI-GCAB-E9DM-745B-JTN5K4Y3LAXC
5360,5361,Ženská uretrokéla     ,N810,LU,VWNK126P-6WLJ-CQ18-ZXZV-7JUED5MGS8KN
5361,5362,Cystokéla      ,N811,LU,OJ4EDDQC-5NSR-VTP8-JSEB-0BXZNRNON1GQ
5362,5363,Neúplný výhřez dělohy a pochvy  ,N812,LU,XBR3X1X0-J372-PA71-3Z9B-H1EBB5358GQH
5363,5364,Úplný výhřez dělohy a pochvy  ,N813,L,2CCWK74W-WNU0-HXAK-Y0PD-L1JJWY40ORYM
5364,5365,Výhřez dělohy a pochvy NS  ,N814,L,7BGRGXKU-CQKT-O9HD-AHVC-AEJFGSSXL4B5
5365,5366,Poševní enterokéla     ,N815,LU,GXGG6RB5-HRRN-KBPE-5A7S-5F2LQGPP9CDM
5366,5367,Rektokéla      ,N816,,TRXZ61SD-KN6N-W9TF-U8F7-HW1X1NA2JGFX
5367,5368,Jiný výhřez ženských pohlavních orgánů  ,N818,L,EH4KNM2J-YQCI-33FJ-RJJ1-N2JH0XDXTDXE
5368,5369,"Výhřez ženských pohlavních orgánů, NS  ",N819,,EGAN596Y-ZSOU-P23Y-IY6U-IBNTIC4G9W0Z
5369,5370,Píštěl vesikovaginální     ,N820,,2PK8V6SZ-WADY-HXY4-RY4Z-OX05VH2ORBZO
5370,5371,Jiné píštěle mezi močovým a pohlavním ústrojímženy,N821,L,URUMRRT8-49DO-B6WR-YLOC-AAR2KF7FQD6M
5371,5372,Píštěl z pochvy do tenkého střeva ,N822,LU,EY8U1OCS-SM9H-V9UA-1W5O-TAN7TXYEIX4I
5372,5373,Píštěl z pochvy do tlustého střeva ,N823,L,7XKB9DE8-PPE3-R9MZ-5Z49-SODRGHCKI7BO
5373,5374,Jiné píštěle mezi střevním traktem a ženskýmiorgány,N824,,FHQNBFG8-KX9Z-B5DS-KMIZ-SE32F7D9J6R4
5374,5375,Píštěle mezi ženským pohlavním ústrojím a kůží,N825,,H5WE778D-FGXG-2I88-0GYQ-NT8NIWUZPI3R
5375,5376,Jiné píštěle ženského pohlavního ústrojí  ,N828,L,4O6DWK4L-XPE5-9EB6-02TQ-WXJHFOAEYG61
5376,5377,"Píštěle ženského pohlavního ústrojí, NS  ",N829,,2Y6I9J4S-984F-0LDQ-YLB5-C5ZQNZI63FQU
5377,5378,Follikulární cysta vaječníku    ,N830,L,4FB67H9B-7HRU-SZ89-7QHR-2736CX6EZQHY
5378,5379,Cysta žlutého tělíska    ,N831,,AWIX0DWK-U52J-LKX2-PUK8-Q1USSMHS2NFD
5379,5380,Jiné a neurčené cysty vaječníku  ,N832,LU,6AIZ1254-ALK0-GZAD-7IM8-37FM9CAX63NL
5380,5381,Získaná atrofie vaječníku a vejcovodu  ,N833,L,VTF3QO2Y-E86S-VGS8-Q5UI-ID6AJ9GS5R2S
5381,5382,Výhřez a kýla vaječníku a vejcovodu ,N834,L,H0K5B36E-9ZTT-EXD7-OT3S-L1V483BRSZ73
5382,5383,"Torze vaječníku, stopky vaječníku a vejcovodu ",N835,,VPLVEQNJ-S47O-VJFS-VHZL-9110C9GHFQCY
5383,5384,Hematosalpinx      ,N836,,ZLVCDTRA-C4DE-NSBJ-HB6O-1L7NEDLFEP5U
5384,5385,Hematom širokého vazu    ,N837,,6MFKLJ8K-3Q1S-EPP9-2PGQ-FP713JJO7BTK
5385,5386,"Jiná nezánětlivá onemocnění vaječníku, vejcovodu a širokého",N838,L,90XTIS07-T47L-T8CM-UYCU-FQZILJBNVWF5
5386,5387,"Nezánětlivé onemocnění vaječníku, vejcovodu a širokého vazu,",N839,L,VUQ1G94K-N10Q-YJ59-6GVA-5NT1L6YBCHB5
5387,5388,Polyp těla děložního    ,N840,,SFQV0VVP-D8HC-V86W-X8BJ-7JW6TSDDH584
5388,5389,Polyp hrdla děložního    ,N841,L,XSM4GVC9-52XA-6OJ1-WLDM-9MMRTQVK15EO
5389,5390,Polyp pochvy     ,N842,LU,LJNVYCD6-03BQ-HSTT-6KXR-11D1TJ9A5UKL
5390,5391,Polyp vulvy     ,N843,L,OBZJW9UH-4GHS-6UBN-IUI3-NHHKCMAB9CLU
5391,5392,Polyp jiných částí ženského pohlavního ústrojí ,N848,LU,GEFVR77Z-JPSM-5UZ8-OT5X-U4ZEYD460IQI
5392,5393,"Polyp ženského pohlavního ústrojí, NS  ",N849,L,K9XW6USS-YPNR-OI4K-Q27Z-NL28GVL5IGJE
5393,5394,Dysfunkční hyperplastické endometrium    ,N850,L,JUKUFIZJ-6AC4-KGFE-3YAD-7M4JZZ558LM5
5394,5395,Adenomatózní hyperplazie endometria    ,N851,,42TSY4S1-OR6S-89PY-0BH5-RUD30N4TNW2P
5395,5396,Hypertrofie dělohy     ,N852,,XTW1TWGV-OYM2-9F45-DAZI-KGSRVKIWUR5W
5396,5397,Subinvoluce dělohy     ,N853,,IFIY0S1W-9N8U-QHYM-IZOK-IHJSAY1UW48X
5397,5398,Odchylná poloha dělohy    ,N854,L,8DI0VI1I-II3O-JRVB-KYWN-KPT8T4DFSTRA
5398,5399,Inverze dělohy     ,N855,,5TYZBPGF-FJRV-98OH-X6T9-ONSPK3CZ0XO3
5399,5400,Nitroděložní srůsty     ,N856,L,TYS0APY4-74QT-7SOT-JLE2-Q5KXHUN4AEGB
5400,5401,Hematometra      ,N857,,YYKRASDG-TNQF-84FP-O7QY-UDHGX57D6V1S
5401,5402,Jiná určená nezánětlivá onemocnění dělohy  ,N858,,98L5FN6K-L95F-I50F-JID8-WRXZJKKZLE13
5402,5403,"Nezánětlivá onemocnění dělohy, NS   ",N859,L,RMADQVYO-034M-Q86N-QV8V-05CZ99YOHT01
5403,5404, Eroze a ektropium cervixu dělohy acervicisuteri,N86,,DSGID8IQ-XJZ3-7KXD-QK8A-PX1ZNQFBBHM9
5404,5405,Mírná cervikální dysplazie    ,N870,,D54N54N3-A91W-U045-1YN8-AN29J4X3TKSG
5405,5406,Střední cervikální dysplazie    ,N871,L,04IQ7BFF-OKY9-RQ2O-OXDV-4UTEMLOA8EWL
5406,5407,Těžká cervikální dysplazie nezařazená jinde  ,N872,,YIRUV06G-1TMQ-415P-VBUV-57CND3VW7TYW
5407,5408,"Dysplazie cervixu dělohy, NS   ",N879,,XUST5IS2-R2UZ-OOV7-9432-0HD2JOC8W1S7
5408,5409,Leukoplakie cervixu dělohy    ,N880,,TNV78KIU-I3DG-5OX0-ODAL-W7RNDK95Q5JW
5409,5410,Stará lacerace cervixu dělohy   ,N881,LU,08ZRR2CC-GDMM-D2WO-I13D-Z8P22YB4FST9
5410,5411,Striktura nebo stenóza cervixu dělohy  ,N882,,JN5VK6X2-Z9SR-UH2W-EA78-XRO5NDRO98J4
5411,5412,Inkompetence hrdla děložního    ,N883,LU,OZW9X8MS-MO5P-OVTT-ROPG-XEY0Z8K3F9G1
5412,5413,Hypertrofické prodloužení cervixu dělohy   ,N884,L,CBZJX03P-4LZF-T51C-Z60T-EUYTWKWPMVP9
5413,5414,Jiná určená nezánětlivá onemocnění cervixu dělohy ,N888,L,A2EQBY4K-WZT0-97DV-KWYS-BWRHBN7J4TKJ
5414,5415,"Nezánětlivé onemocnění cervixu dělohy, NS  ",N889,L,0XSH3UWE-3KF9-XY9X-TAHK-BS893T0EMZVY
5415,5416,Mírná vaginální dysplazie    ,N890,,EZ75ER5Y-MM9L-RFRG-VOAH-87LAN0HHQDJO
5416,5417,Střední vaginální dysplazie    ,N891,,1J8QI5KO-GAT2-LC4M-2NFZ-JD2ZE49UQ6N6
5417,5418,"Těžká vaginální dysplazie, nezařazená jinde  ",N892,,V47HKS3N-63R1-ZU2L-PMRQ-YETEPOI3B3KW
5418,5419,"Dysplázie pochvy, NS    ",N893,,2OLWG9VX-GXEH-9BEV-ZJKM-L79ZZX4X58XV
5419,5420,Leukoplakie pochvy     ,N894,,TB1CKWRE-F7SP-NO7K-70LK-NT2WN511VXFA
5420,5421,Striktura a atrezie pochvy   ,N895,,07NF8R3V-JUBE-XHZE-OGAA-U5XCO8PWU0JW
5421,5422,Těsný hymenální prstenec    ,N896,,AKACCLLG-R8Y2-13NP-DCC8-R0LAPCGMASQ0
5422,5423,Hematokolpos      ,N897,,273IFBCO-BYH7-OD8N-16W5-I0WE2LCEZ5P5
5423,5424,Jiná určená nezánětlivá onemocnění pochvy  ,N898,LU,HM5K8XYV-YZT1-M41X-GFF4-8D976U9XNPJ3
5424,5425,"Nezánětlivé onemocnění pochvy, NS   ",N899,LU,AJYS9IS5-Z51L-T885-Q66A-KK5ILFUOTY9I
5425,5426,Mírná vulvární dysplazie    ,N900,L,666P16WD-LFL2-LE5F-65UI-KDXCCJ3JYDXI
5426,5427,Střední vulvární dysplazie nezařazená jinde  ,N901,,7JVKZ5LR-HDXK-7VBH-N1XD-FLXR1SWH4IJX
5427,5428,Těžká vulvární dysplazie    ,N902,,BAH09AY6-H0IG-H8WK-RAB9-BQ9VCCR9Q38B
5428,5429,"Dysplazie vulvy, NS    ",N903,LU,ZRIKLLKG-LD6T-Y3PB-7EGR-NW33YMUAGZ97
5429,5430,Leukoplakie vulvy     ,N904,,O8VJTFOZ-R1ZP-XWYP-8MVO-XTW4O9TOQEWR
5430,5431,Atrofie vulvy     ,N905,,44LII000-HKEH-EIBM-2TLP-0EAZQF8ESP80
5431,5432,Hypertrofie vulvy     ,N906,,7HV7DBOV-ZL0C-UGCA-S5DJ-2W8OYP4KLYGX
5432,5433,Vulvární cysta     ,N907,,0N2B5PTY-77RE-5S7D-5HV3-3XCL6JV9GMWC
5433,5434,Jiná určená nezánětlivá onemocnění vulvy a hráze,N908,,FJUJEUCA-VDXO-VL6N-0T9A-0ZLU0ATHQZE7
5434,5435,"Nezánětlivé onemocnění vulvy a hráze, NS ",N909,,RF1QXDTW-KYOI-IDGM-3KZ8-Q0YR86OJ16QD
5435,5436,Primární amenorea     ,N910,LU,3K29EZ7T-GJ6I-WLGP-T1KE-V1VGYY5NOV1S
5436,5437,Sekundární amenorea     ,N911,L,AJFG9DFH-DBOM-Y4ED-IL9K-GAYG8R092JIC
5437,5438,"Amenorea, NS     ",N912,,HMITR7Z7-76BU-9TMD-9M89-T7D19DOOGFCH
5438,5439,Primární oligomenorea     ,N913,,2FKW60CT-PT1Z-0K9O-9P94-B6S500799566
5439,5440,Sekundární oligomenorea     ,N914,L,XPAJTWU7-LDY7-QN49-ELSX-0BME4YU2265P
5440,5441,"Oligomenorea, NS     ",N915,L,FR56512P-FLMM-SZJX-QHTF-Y3BLNLYNPW7V
5441,5442,Nadměrná a častá menstruace s pravidelným cyklem,N920,LU,2LZ823RB-OOOS-5VCK-29X0-I2KKEFJT37UU
5442,5443,Nadměrná a častá menstruace s nepravidelným cyklem,N921,,UA4FZMCM-EYDB-4FAJ-BKBU-FCAM9PT4AR1R
5443,5444,Nadměrná menstruace v pubertě   ,N922,L,51AYK3EA-BB7U-OVDG-UYSI-8NAH0NHOC68N
5444,5445,Ovulační krvácení     ,N923,,W4BO1WLT-3QG7-B2QE-K5MW-3UFNU4L4QXU7
5445,5446,Nadměrné krvácení v období před menopausou ,N924,L,3MS55WS4-J8O1-IBZH-QQRZ-7CAPWOGQAFYA
5446,5447,Jiná určená nepravidelná menstruace   ,N925,,YYN0VDQW-D618-SE67-TGSC-8M4XX0VTV11U
5447,5448,"Nepravidelná menstruace, NS    ",N926,L,L0VRXT8C-I3I6-ZEZ7-X6OJ-HTFXB2HSXASS
5448,5449,"Kontaktní krvácení, postkoitální krvácení   ",N930,,7ZBM4JAF-798T-4XD9-5QKC-Z42RA6B3WGVM
5449,5450,Jiné určené abnormální děložní a poševní krvácení,N938,,LOD9J735-Y1VY-944W-57FI-WPPZFU0SJE1L
5450,5451,"Abnormální děložní a vaginální krvácení, NS ",N939,L,C80YJ6UV-3EEH-V2FP-2LQ0-K1FCAE97XV9K
5451,5452,Ovulační bolesti     ,N940,,NDBVRJT2-1CLW-94ZL-32C4-EZYJO3DCJEDB
5452,5453,Dyspareunie      ,N941,L,IY06OMY0-YVWI-BFY0-VQPJ-2VB6HNX0U6Q2
5453,5454,Vaginismus      ,N942,L,W7X8TGG2-MVP3-N8LM-BXUY-QF316HPP0VI5
5454,5455,Syndrom premenstruální tenze    ,N943,L,KQ7WIW3Z-11UP-7I0T-DQ9H-PYCGUZYJCCWX
5455,5456,Primární dysmenorrhoea     ,N944,,T0ZAHLFN-O4TT-IY7P-M941-M6CS0PT8U4ZW
5456,5457,Sekundární dysmenorrhoea     ,N945,,BN23AL69-UCQC-P94I-YZST-1XIDCUVBV9OM
5457,5458,"Dysmenorrhoea, NS     ",N946,L,UO61PF54-U4EC-R5FK-02P7-WZYRY4CS1UAB
5458,5459,Jiné určené stavy sdružené s ženskými pohlavnímiamenstruačnímcyklem,N948,,XV8PKCBT-PP0I-E1J3-HERR-IE3M7ZQTEDJO
5459,5460,Neurčené stavy sdružené s ženskými pohlavními orgánymenstruačnímcyklem,N949,,SIAUFRX7-A6UI-PU82-QDGU-J8X3C238TCRP
5460,5461,Postmenopauzální krvácení     ,N950,L,48P1J72R-OGFW-Q75X-2CMY-LVTTRYE4BUDQ
5461,5462,Menopauzální a klimakterické stavy u žen ,N951,L,LMFIKZQO-1SDK-9UNA-LF9J-AQI16U4AFE26
5462,5463,Postmenopauzální atrofická vaginitida    ,N952,,QDBKTOJZ-LC4D-U0BB-FC70-IGHZVWLKJMO2
5463,5464,Stavy spojené s arteficiální menopauzou  ,N953,,VA3TZIKV-VOV5-K8OB-JMO2-X633FU5D7SJ4
5464,5465,Jiné určené menopauzální a perimenopauzální poruchy ,N958,L,PZGL9UKS-TOZ2-OUQ3-YMV3-Z3PB8HR1OOZS
5465,5466,"Menopauzální a perimenopauzální porucha, NS  ",N959,,7ZD4XXX7-12CO-KWY2-PV6S-OBZ1OYEUI3XY
5466,5467, Habituální potrácení    ,N96,LU,2PKIF9JJ-DDR9-Q97D-ZO7R-J6ZS14ZIVJR9
5467,5468,Ženská neplodnost spojená s anovulací  ,N970,LU,NT8U2I5N-6W3T-SX5B-ICDT-N64FD0F5TUSZ
5468,5469,Ženská neplodnost tubárního původu   ,N971,L,FH2F533F-AJLV-0DWL-YQHQ-D7MLUG12U6AL
5469,5470,Ženská neplodnost děložního původu   ,N972,L,TMBRT7TB-819G-3QHD-X76P-05CZ7QA7K0LL
5470,5471,Ženská neplodnost cervikálního původu   ,N973,L,BV1V9AK7-GB25-VW6A-URHP-JQJ6JPIM55Q7
5471,5472,Ženská neplodnost spojená s mužskými faktory ,N974,LU,ANYRZWQQ-U0XO-S4J4-LSR6-ORWZESC6MZFZ
5472,5473,Ženská neplodnost jiného původu   ,N978,L,TGMA19HH-CAK3-N97N-D80R-DAW8X6B5WHQM
5473,5474,"Ženská neplodnost, NS    ",N979,LU,NP2QWQ8T-L932-YB2K-TSVL-O5VSMTG62ABT
5474,5475,Infekce spojená s umělým oplodněním  ,N980,LU,HYWMBSVM-YVBS-2R8J-MKOH-6A8IQP2MLPNZ
5475,5476,Hyperstimulace vaječníků     ,N981,L,6N7G6FXX-WJUO-9LIW-WFKT-YRL6R5M7TEG5
5476,5477,Komplikace pokusného zavedení oplodněného vajíčka po oplodnějívitro,N982,LU,9HFUPEVT-RDT8-4EZS-AKQU-5ASMJ5WIRBP2
