City;Zip_Code;Kraj;Weight;Country
Ostravice;73914;Moravskoslezský;0.03;Czechia
Jevíčko;56943;Pardubický;0.03;Czechia
Přerov;75002;Olomoucký;0.03;Czechia
České Budějovice;37004;Jihočeský;0.03;Czechia
Dobřichovice;25229;Středočeský;0.03;Czechia
Nový Hrozenkov;75604;Zlínský;0.03;Czechia
Brno;61200;Jihomoravský;0.03;Czechia
Praha;14900;Hlavní město Praha;0.03;Czechia
Sezimovo Ústí;39102;Jihočeský;0.03;Czechia
Nová Role;36225;Karlovarský;0.03;Czechia
Ostrava;72400;Moravskoslezský;0.03;Czechia
Litomyšl;57001;Pardubický;0.03;Czechia
Cheb;35002;Karlovarský;0.03;Czechia
Klášterec nad Ohří;43151;Ústecký;0.03;Czechia
Liberec;46007;Liberecký;0.03;Czechia
Praha;16000;Hlavní město Praha;0.03;Czechia
Chrudim;53705;Pardubický;0.03;Czechia
Staňkov;34561;Plzeňský;0.03;Czechia
Hradec Králové;50003;Královéhradecký;0.03;Czechia
Koryčany;76805;Zlínský;0.03;Czechia
Hradec Králové;50341;Královéhradecký;0.03;Czechia
Milevsko;39901;Jihočeský;0.03;Czechia
Karlovy Vary;36006;Karlovarský;0.03;Czechia
Modřice;66442;Jihomoravský;0.03;Czechia
Rokytnice v Orlických horách;51761;Královéhradecký;0.03;Czechia
Vlachovo Březí;38422;Jihočeský;0.03;Czechia
Zlín;76005;Zlínský;0.03;Czechia
Rožmitál pod Třemšínem;26242;Středočeský;0.03;Czechia
Adamov;67904;Jihomoravský;0.03;Czechia
Jilemnice;51401;Liberecký;0.03;Czechia
Kamenický Šenov;47114;Liberecký;0.03;Czechia
Trutnov;54102;Královéhradecký;0.03;Czechia
Karolinka;75605;Zlínský;0.03;Czechia
Konice;79852;Olomoucký;0.03;Czechia
Praha;18000;Hlavní město Praha;0.03;Czechia
Praha;14800;Hlavní město Praha;0.03;Czechia
Šluknov;40777;Ústecký;0.03;Czechia
Moravská Třebová;57101;Pardubický;0.03;Czechia
Ústí nad Orlicí;56206;Pardubický;0.03;Czechia
Velké Bílovice;69102;Jihomoravský;0.03;Czechia
Nymburk;28802;Středočeský;0.03;Czechia
Kralupy nad Vltavou;27801;Středočeský;0.03;Czechia
Ostrava;70030;Moravskoslezský;0.03;Czechia
Dolany;78316;Olomoucký;0.03;Czechia
Jedovnice;67906;Jihomoravský;0.03;Czechia
Rožnov pod Radhoštěm;75661;Zlínský;0.03;Czechia
Ivanovice na Hané;68323;Jihomoravský;0.03;Czechia
Ostrava;71600;Moravskoslezský;0.03;Czechia
Blansko;67801;Jihomoravský;0.03;Czechia
Nejdek;36221;Karlovarský;0.03;Czechia
Praha;19000;Hlavní město Praha;0.03;Czechia
Chvaletice;53312;Pardubický;0.03;Czechia
Choceň;56501;Pardubický;0.03;Czechia
Praha;19700;Hlavní město Praha;0.03;Czechia
Plzeň;32600;Plzeňský;0.03;Czechia
Ostrava;70030;Moravskoslezský;0.03;Czechia
Hodkovice nad Mohelkou;46342;Liberecký;0.03;Czechia
Sušice;34201;Plzeňský;0.03;Czechia
Brumov-Bylnice;76331;Zlínský;0.03;Czechia
Mladá Boleslav;29301;Středočeský;0.03;Czechia
Děčín;40502;Ústecký;0.03;Czechia
Sadská;28912;Středočeský;0.03;Czechia
Praha;18200;Hlavní město Praha;0.03;Czechia
Dobřejovice;25101;Středočeský;0.03;Czechia
Rohatec;69601;Jihomoravský;0.03;Czechia
Mukařov;25162;Středočeský;0.03;Czechia
Hanušovice;78833;Olomoucký;0.03;Czechia
Dolní Loučky;59455;Jihomoravský;0.03;Czechia
Ústí nad Labem;40001;Ústecký;0.03;Czechia
Praha;15500;Hlavní město Praha;0.03;Czechia
Neratovice;27711;Středočeský;0.03;Czechia
Strakonice;38601;Jihočeský;0.03;Czechia
Hrušovany nad Jevišovkou;67167;Jihomoravský;0.03;Czechia
Kuřim;66434;Jihomoravský;0.03;Czechia
Jirkov;43111;Ústecký;0.03;Czechia
Nová Včelnice;37842;Jihočeský;0.03;Czechia
Kladno;27201;Středočeský;0.03;Czechia
Kralovice;33141;Plzeňský;0.03;Czechia
Česká Kamenice;40721;Ústecký;0.03;Czechia
Veverská Bítýška;66471;Jihomoravský;0.03;Czechia
Veselí nad Moravou;69801;Jihomoravský;0.03;Czechia
Křemže;38203;Jihočeský;0.03;Czechia
Přerov;75002;Olomoucký;0.03;Czechia
Němčice nad Hanou;79827;Olomoucký;0.03;Czechia
Libina;78805;Olomoucký;0.03;Czechia
Brno;60200;Jihomoravský;0.03;Czechia
Roudnice nad Labem;41301;Ústecký;0.03;Czechia
Bílina;41801;Ústecký;0.03;Czechia
Karlovy Vary;36001;Karlovarský;0.03;Czechia
Smečno;27305;Středočeský;0.03;Czechia
Náměšť na Hané;78344;Olomoucký;0.03;Czechia
Plzeň;32300;Plzeňský;0.03;Czechia
Valašské Klobouky;76601;Zlínský;0.03;Czechia
Moravský Beroun;79305;Olomoucký;0.03;Czechia
Beroun;26601;Středočeský;0.03;Czechia
Horní Suchá;73535;Moravskoslezský;0.03;Czechia
Mikulov;69201;Jihomoravský;0.03;Czechia
Praha;10700;Hlavní město Praha;0.03;Czechia
Králíky;56169;Pardubický;0.03;Czechia
Praha;15300;Hlavní město Praha;0.03;Czechia
Jeseník;79001;Olomoucký;0.03;Czechia
Kdyně;34506;Plzeňský;0.03;Czechia
Liberec;46015;Liberecký;0.03;Czechia
Kolín;28002;Středočeský;0.03;Czechia
Mimoň;47124;Liberecký;0.03;Czechia
Praha;10200;Hlavní město Praha;0.03;Czechia
Opava;74705;Moravskoslezský;0.03;Czechia
Praha;13000;Hlavní město Praha;0.03;Czechia
Ratíškovice;69602;Jihomoravský;0.03;Czechia
Pozořice;66407;Jihomoravský;0.03;Czechia
Stod;33301;Plzeňský;0.03;Czechia
Most;43401;Ústecký;0.03;Czechia
Rousínov;68301;Jihomoravský;0.03;Czechia
Bernartice;39843;Jihočeský;0.03;Czechia
Praha;17000;Hlavní město Praha;0.03;Czechia
Miličín;25786;Středočeský;0.03;Czechia
Kobeřice;74727;Moravskoslezský;0.03;Czechia
Chrast;53851;Pardubický;0.03;Czechia
Boskovice;68001;Jihomoravský;0.03;Czechia
Větřní;38211;Jihočeský;0.03;Czechia
Praha;14200;Hlavní město Praha;0.03;Czechia
Hradec Králové;50003;Královéhradecký;0.03;Czechia
Slaný;27401;Středočeský;0.03;Czechia
Kladno;27201;Středočeský;0.03;Czechia
Lanškroun;56301;Pardubický;0.03;Czechia
Brno;61900;Jihomoravský;0.03;Czechia
Teplice;41501;Ústecký;0.03;Czechia
Morkovice-Slížany;76833;Zlínský;0.03;Czechia
Praha;18600;Hlavní město Praha;0.03;Czechia
Trutnov;54101;Královéhradecký;0.03;Czechia
Krupka;41742;Ústecký;0.03;Czechia
Kynšperk nad Ohří;35751;Karlovarský;0.03;Czechia
Ostrava;71800;Moravskoslezský;0.03;Czechia
Příšovice;46346;Liberecký;0.03;Czechia
Praha;11000;Hlavní město Praha;0.03;Czechia
Bílovec;74301;Moravskoslezský;0.03;Czechia
Šumperk;78701;Olomoucký;0.03;Czechia
Úpice;54232;Královéhradecký;0.03;Czechia
Opava;74601;Moravskoslezský;0.03;Czechia
Litovel;78401;Olomoucký;0.03;Czechia
Praha;15400;Hlavní město Praha;0.03;Czechia
Jablonné v Podještědí;47125;Liberecký;0.03;Czechia
